Waktu,Data,Sentiment
9/19/2021 0:06,"Percuma ada aplikasi peduli lindungi, aslinya saja kamu tidak peduli dan tidak melindungi.",negative
9/22/2021 11:49,"Percuma pasang aplikasi peduli lindungi, dianya juga Tidak peduli sama sekali tidak melindungi.",negative
9/22/2021 13:14,"percuma punya aplikasi peduli lindungi, kalau Tidak ada yang peduli apa lagi melindungi.",negative
9/21/2021 6:19,"Pertama kali masuk pakai Peduli Lindungi, malah bukan ke Mall",positive
9/4/2021 15:30,Perlindungan Maksimal Dengan aplikasi peduli lindungi,positive
9/7/2021 13:34,Permisi Ka. . . besok kan saya rencananya mau menggunakan Kereta untuk kerja untuk persyaratannya masih menggunakan sertifikat vaksin yang dicetak atau sudah dengan peduli lindungi ya?,neutral
9/19/2021 5:35,"Permudah Para Tamu, Hotel Horison Nindya Pasang Barcode Peduli Lindungi Di Area Ruang Masuk",positive
9/6/2021 15:30,Pernah Tidak kalian mau buka aplikasi ternyata ke klik Peduli Lindungi atau aplikasi By. u warna sama modelnya sama,neutral
9/8/2021 6:00,"Perpanjangan Kedua PPKM Level 3, Kabupaten Bogor Tingkatkan Implementasi aplikasi peduli lindungi Untuk Pemeriksaan",neutral
9/7/2021 1:03,"Perpanjangan PPKM, Beberapa Sektor Diwajibkan Menggunakan aplikasi peduli lindungi",positive
9/19/2021 1:59,persyaratan apa2 pakai Peduli Lindungi memang sampah sekali,negative
9/21/2021 6:53,Pertama : unduh aplikasi peduli lindungi di aplikasi atau Playstore #aplikasi Peduli Lindungi,positive
9/21/2021 8:34,"Pertama kali naik Bus selama PPKM, ternyata menunjukan kartu vaksin / Peduli Lindungi hanya gitu saja.",positive
9/21/2021 12:59,Pertama ke mall setelah izin keluar. Alhamdulillah tidak ada keluhan di aplikasi peduli lindungi: sertifikat vaksin sudah langsung ada,positive
9/17/2021 6:59,PKS Kritik aplikasi peduli lindungi Hanya Formalitas di Mall,negative
9/21/2021 4:35,"Tolong jangan dibikin ribet. Masuk mall pakai aplikasi peduli lindungi, masuk supermarket pakai aplikasi peduli lindungi juga",negative
9/20/2021 0:08,Tolong ya Peduli Lindungi respon email saya,negative
9/22/2021 3:12,Mohon informasinya dong kalau kita scan Barcode Peduli Lindungi untuk masuk toko gitu nanti toko nya dapat data kita nya Tidak sih??,neutral
9/4/2021 5:01,Pokoknya terimakasih banyak deh untuk vendor yang sudah menciptakan aplikasi peduli lindungi karena ditengah pandemi ini sangat membantu,positive
9/10/2021 7:03,"Pokoknya, dengan vaksin dan aplikasi peduli lindungi, kita bisa mulai aktivitas seperti biasanya lagi, meski dengan protokol kesehatan",positive
9/19/2021 10:43,Polda Jateng Akan Berlakukan Wajib Scan Barcode Peduli Lindungi Bagi Seluruh Anggota dan Tamu,neutral
9/3/2021 13:02,Polisi menangkap karyawan kelurahan di Jakarta Utara yang telah menjual 93 sertifikat vaksin Covid- 19 palsu,negative
9/21/2021 3:11,Polres Gianyar Sosialisasikan Peduli Lindungi Saat Pelaksanaan Vaksinasi ,positive
9/17/2021 23:20,Polres Klungkung Sosialisasikan aplikasi peduli lindungi Untuk Tamu Polres Klungkung. ,positive
9/4/2021 11:33,Polres Sosialisasikan aplikasi peduli lindungi dan Disiplin protokol kesehatan,positive
9/8/2021 2:55,"Polri Jamin aplikasi peduli lindungi aman dari kebocoran data, yang penting jangan posting kartu vaksin di Instagram",positive
9/9/2021 15:17,Polri Jamin keamanan data pengguna aplikasi peduli lindungi aman. Polri meminta agar masyarakat untuk tidak memposting data diri pada kartu vaksin,positive
9/5/2021 4:34,"Polsek Magelang Selatan, TNI dan Dishub Sosialisasi aplikasi peduli lindungi dan menerapkan disiplin protokol kesehatan Cegah Covid 1",positive
9/21/2021 10:57,Ayah: itu kalau kita mau jalan2 pakai aplikasi apa ya? Peduli lingkungan? Saya: . . . . lindungi ….,negative
9/17/2021 17:08,"Peduli Lindungi banget nih. diperbarui ke depannya tolonglah ini soal izin akses lokasi, bisa kali diberikan opsi untuk penggunanya",negative
9/4/2021 9:19,Presiden Minta jajarannya untuk perkuat perlindungan data pada aplikasi peduli lindungi.,neutral
9/7/2021 10:57,"Presiden lawan pandemi, sesuai instruksi mendagri mulai tanggal 14 september 2021 supermarket dan hypermarket",neutral
9/16/2021 8:19,"Profesor yang dikuliti, mana nih buzzer Peduli Lindungi.",negative
9/8/2021 8:50,Prosedur Penggunaan aplikasi peduli lindungi di Pusat Perbelanjaan,neutral
9/6/2021 0:40,"PT KAI #commuter #KAI #Peduli Lindungi Ingat, Hari Ini Kereta Uji Coba aplikasi peduli lindungi",neutral
9/20/2021 8:13,PT KAI (Persero) bersama Kementerian Kesehatan telah mengintegrasikan aplikasi peduli lindungi dengan layanan Boarding,neutral
9/21/2021 10:57,"PT KAI Commuter Line Jabodetabek, tolong dong STRP di terapkan kembali. . , kalau di alihkan ke aplikasi peduli lindungi",neutral
9/6/2021 8:49,"PT KAI Commuter melakukan uji coba aplikasi peduli lindungi di beberapa Stasiun mulai hari ini, Senin (6/9/2021).",neutral
9/20/2021 8:16,PT Kereta Api Indonesia (Persero) bersama Kementerian Kesehatan telah mengintegrasikan aplikasi peduli lindungi,positive
9/18/2021 6:00,PT. Telkom Indonesia Menjamin bahwa aplikasi peduli lindungi ini memiliki tingkat keamanan yang tinggi,positive
9/5/2021 16:06,"Puji Tuhan, kartu vaksin ternyata ada gunanya juga, setelah aplikasi peduli lindungi Tidak bisa dibuka ",positive
9/7/2021 9:57,"puji Tuhan, usulan saya pada Peduli Lindungi, agar masuk ke aplikasi cukup dengan nomor telepon dan agar satu nomor",positive
9/5/2021 6:58,Punya aplikasi peduli lindungi eh datanya bisa bocor. memang sudah paling benar yang bisa Peduli dan Lindungi aku itu hanya kamu. ,negative
9/8/2021 8:51,pusat perbelanjaan dan termasuk pula perkantoran. Hal inilah yang menjadi latar belakang peluncuran aplikasi peduli lindungi,positive
9/18/2021 8:27,Pusing dan capek gara2 aplikasi peduli lindungi. Bodoh banget ah. .,negative
9/21/2021 12:53,Rada kaget masuk Superindo scan dari aplikasi peduli lindungi. Katanya Alfamart juga mau pakai scan barcode ini. ,negative
9/16/2021 11:21,"Radar Jogja - masuk Peduli Lindungi, Tebing Breksi Terkendala Sinyal",negative
9/10/2021 13:33,Ramen enak tanpa masuk mall di mana ya? Jujur aku tidak ingin unduh aplikasi peduli lindungi,negative
9/9/2021 5:36,"ready aplikasi premium netflix , spotify, youtube , viu , wattpad , canva, iflix , dan lain2 bisa tanya dulu. . . ",neutral
9/21/2021 8:52,Nyata! dapat pesan singkat dari Peduli Lindungi setelah berapa hari vaksin ya?,neutral
9/22/2021 0:16,apakah aplikasi. Peduli Lindungi hanya bisa untuk melihat sertifikat vaksin 1 orang saja,neutral
9/19/2021 10:35,ingin masuk ciplaz harus pakai Peduli Lindungi ya?,neutral
9/16/2021 13:36,"Ingin naik bus dari madura ke terminal surabaya, sebaliknya itu tiket nya harga berapa ya?? Terus sekarang kalau naik bus harus scan barcode Peduli Lindungi juga?",neutral
9/10/2021 7:06,Rerie: Maksimalkan aplikasi peduli lindungi dalam Pengendalian Covid- 19.,positive
9/8/2021 3:01,"Ribet banget gila kemana - mana harus sudah vaksin, menunjukan hasil antigen, masuk keluar pakai aplikasi peduli lindungi",negative
9/20/2021 9:53,"Ribet banget. . . !!!! aplikasi peduli lindungi memang bikin ribet, masa iya ini ada orang Indonesia lagi di arab",negative
9/20/2021 0:56,"Ribet benar , masuk kantor wajib Peduli Lindungi segala",negative
9/16/2021 3:20,"ribet terus baca Peduli Lindungi, harus pelan2 sebutnya",negative
9/17/2021 2:03,Cinema mulai BUKA KEMBALI pada HARI INI Jumat 17 September 2021 mari persiapkan dengan aplikasi peduli lindungi,positive
9/6/2021 4:14,Rutan Cipinang Ikuti Apel Pagi Pegawai Virtual dan Terbit aplikasi Si Ki- Be Peduli Lindungi,positive
9/22/2021 16:11,"Saat aplikasi peduli lindungi sudah tersedia di Tokopedia dan Gojek, untuk apa lagi aplikasi murninya ada di Ponsel? Menuh2in",negative
9/4/2021 10:38,Saat beraktifitas tentunya harus tahu juga resiko yang diambil karena pandemi Covid 19 belum usai. Dengan aplikasi peduli Lindungi jadi lebih aman,positive
9/17/2021 10:32,"saat ini, selain WA, Media sosial, M Banking dan E- commerce aplikasi peduli lindungi ini jadi hal yang wajib terpasang di ponsel kita. . . ",positive
9/20/2021 6:57,Sama nih saya juga begitu. Sepertinya mau lindungi tapi Tidak peduli,negative
9/6/2021 1:34,"aplikasi peduli lindungi, bikin baterai lemah saja gara- gara Minta aktif in GPS di belakang layar",negative
9/22/2021 5:06,Samsat Salatiga Uji Coba aplikasi peduli lindungi,neutral
9/21/2021 8:29,Sangat ingin mengucapkan terimakasih banget sama peserta vaksin yang sudah bikin e- ticket di Peduli Lindungi sebelum hari nya vaksin,positive
9/16/2021 7:49,"Siapapun yang membuat Peduli Lindungi, yang sabar ya, saya tahu susahnya membuat aplikasi jadi semangat kawan",positive
9/4/2021 12:04,Saran aplikasi (android) yang perlu di pasang - ovo (selesai) - Peduli Lindungi (dalam pengerjaan) - . . . .,positive
9/17/2021 2:57,Polres Klungkung Kembali Melaksanakan Himbauan protokol kesehatan dan Sosialisasi Peduli Lindungi bertempat di Pasar ,neutral
9/21/2021 6:15,Satuan Lantas Polres Banjar melaksanakan Memberikan edukasi tertib berlalu lintas dan sosialisasi aplikasi peduli lindungi,neutral
9/21/2021 17:31,Satuan Lantas Polres Kendal Bagikan Masker & Sosialisikan aplikasi peduli lindungi Covid- 19. ,neutral
9/9/2021 3:47,"Satuan Lantas Polres Klungkung Sosialisasi Penggunaan aplikasi peduli lindungi, Kamis, (09/09/2021).",neutral
9/21/2021 9:39,Satpol PP Kota Bekasi Sebut Masuk Minimarket Wajib Peduli Lindungi,neutral
9/21/2021 14:15,Satu akun Peduli Lindungi bisa dipakai di 2 ponsel atau lebih Tidak sih?? Aku itu kadang malas isi baterai Ponsel,negative
9/22/2021 12:15,"bantu jawab dong, misal sudah daftar vaksin di Peduli Lindungi, tapi tiba2 hari itu Tidak bisa vaksin, bisa batal tidak? atau harus konfirmasi kemana?",neutral
9/20/2021 4:22,baru mau daftar Peduli Lindungi tapi muter2 terus. Padahal pakai wifi juga data juga sama,negative
9/16/2021 7:26,"kawan, mau tanya naik kereta masih pakai Peduli Lindungi? Terimakasih",neutral
9/18/2021 9:49,kalau baru vaksin pertama bisa masuk mall Tidak ya? Soalnya aku lihat di akun Peduli Lindungi punyaku warnanya masih kuning belum hijau,negative
9/22/2021 14:07,Ini aplikasi peduli lindungi tidak BISA pakai PROFIL KAH??,negative
9/22/2021 6:09,"saya abis vaksin, terus periksa Peduli Lindungi, nah Ketika masukin Nomor Induk Kependudukan katanya Nomor Induk Kependudukan nya Tidak benar, itu gimana ? padahal Nomor Induk Kependudukan nya sudah benar :(",negative
9/17/2021 20:14,saya baru tahu kalau hasil PCR test bisa muncul di Peduli Lindungi ,positive
9/17/2021 11:57,"saya saja kali ya, yang Tidak pernah akses Peduli Lindungi dari vaksin sampai sekarang",negative
9/4/2021 12:21,saya ingat gara2 aplikasi peduli lindungi ,positive
9/17/2021 12:56,Saya ingin mengubah nomor telepon karena nomor yang tercantum di kartu vaksin salah satu nomor jadi tidak bisa verifikasi peduli lidungi,negative
9/17/2021 23:55,Saya juga jadi bingung nanti mau saja anak santri tahfidz jalan- jalan ke TSB kalau suruh pakai aplikasi peduli lindungi ribet,negative
9/8/2021 5:14,saya mengasumsikan kalau kemungkinan besar orang2 seperti ini adalah orang2 yang abis PCR atau rapid kemudian langsung ke mall tanpa peduli lindungi,negative
9/16/2021 0:47,"Saya mengatakan Peduli Lindungi itu buatan anak bangsa, Karena secara legal Sudah diakui sah oleh lembaga yang berwenang.",positive
9/7/2021 16:05,saya sih merasa aplikasi peduli lindungi itu akan jadi penghasilan besar untuk negara. Karena isinya data masyarakat dalam jumlah besar,positive
9/20/2021 23:39,saya sudah dua hari ini naik Kereta tidak pakai scan Peduli Lindungi Karena eror terus,negative
9/19/2021 13:40,"Saya sudah melakukan vaksin dosis 1 dan 2, ketika saya buka aplikasi peduli lindungi untuk mengunduh sertifikat vaksin tidak ada",negative
9/16/2021 6:59,"saya yang bekerja sebagai pekerja lepas bank jujur heran, sekarang masuk mall, restaurant, dan tempat umum lainnya harus menunjukan sertifikat vaksin dari peduli lindungi",neutral
9/8/2021 2:40,Sayangnya dulu tidak ada aplikasi peduli lindungi,negative
9/19/2021 3:23,scan di Peduli Lindungi perlu pakai internet tidak?,neutral
9/19/2021 3:58,scan Peduli Lindungi disimpan di lantai dasar itu gimana ya tidak ada sinyal kan tidak bisa ngescan jadinya,negative
9/8/2021 13:04,Bagi kalian yang sudah vaksin tahap kedua sudah dapat sertifikat belum? Terus supaya dapatin sertifikatnya harus di lihat dari peduli lindungi?,neutral
9/19/2021 8:49,lippo sidoarjo sudah harus pakai Peduli Lindungi belum?,neutral
9/9/2021 13:37,Seandainya Saya Jadi Pengembang aplikasi peduli lindungi,positive
9/4/2021 2:24,"Sebagai pengguna aplikasi peduli lindungi yang terpaksa Karena untuk masuk kantor, pasrah saja deh",negative
9/17/2021 14:52,Sebagian besar pasar rakyat belum siap untuk penggunaan aplikasi peduli lindungi. Saat ini sedang di uji coba. .,positive
9/21/2021 6:01,"Sebagian industri telah beroperasi, dan melakukan vaksinasi kepada karyawan. Kemudian untuk aplikasi peduli lindungi masih dalam uji coba",positive
9/18/2021 7:42,sebel sampai ujung dunia panas2 ke ITC demi Ibu Saja karena dia malas keluar dan ribet pakai Peduli Lindungi,negative
9/18/2021 5:38,"Sebelumnya, pengelola tebing breksi juga telah melakukan uji coba secara internal pada tanggal 13 - 15 September 2021, untuk menerapkan penggunaan aplikasi peduli lidungi",neutral
9/3/2021 12:30,"Sebenarnya Tidak heran lagi data Peduli Lindungi bocor karena sesungguhnya pernah ada eror, ada data orang lain masuk ke peduli lindungi milik saya",negative
9/7/2021 11:20,"Sebenarnya tujuan aplikasi peduli lindungi itu saya yakin baik ya, hanya pengaplikasian nya saja yang harusnya bisa diperbaiki dan di kembangkan lagi",positive
9/20/2021 16:55,sedang memilah energi baik atau merasa harus selalu memuaskan hati orang lain ATAU Peduli Lindungi diri sendiri ?,positive
9/21/2021 4:58,Sedih Tidak sih sekarang masuk perbelanjaan harus scan vaksin. Bukan untuk orang yang mau kerja terus ada pelacakan isolasi mandiri dengan Peduli Lindungi susah,negative
9/21/2021 12:40,"Sedihh banget AYAH saya hapus game bubbu di ponsel saya untuk unduh aplikasi peduli lindungi, padahal sudah Saya bilang hapus aja",negative
9/18/2021 5:59,"Segala wajib unduh Peduli Lindungi, ini harus apa lagi yang saya hapus ya ampun … Tolong banget memori saya sudah penuh banget",negative
9/17/2021 6:25,segera vaksin untuk melindungi keluarga dan teman sekitar. Selalu chek in dimana saja dengan aplikasi peduli lindungi,positive
9/7/2021 0:37,"Segitu antusiasnya orang pasang aplikasi peduli lindungi, sampai Tidak sadar sudah dipeduliin dan dilindungi dianya cuek",negative
9/4/2021 5:25,"Sejak ada aplikasi peduli lindungi ini ya, aku itu jadi lebih merasa aman saja gitu loh dari paparan covid- 19 karena di awasi peduli lindungi",positive
9/4/2021 11:31,"Sejumlah tempat wisata di daerah yang menerapkan PPKM Level 2 mulai beroperasi kembali, salah satunya adalah tempat",neutral
9/4/2021 9:33,Sekarang aplikasi peduli lindungi sudah sama pentingnya dengan M- Banking,positive
9/21/2021 8:20,"Sekarang kalau masuk Mirota Kampus sudah pakai aplikasi peduli lindungi, pembayaran parkir pun sudah disimpan di kas",negative
9/6/2021 2:57,"sekarang kalau mau apa2 harus scan barcode melalui aplikasi peduli lindungi, tapi aplikasinya busuk banget!!!!!!!!!!!! ",negative
9/16/2021 3:20,sekarang kalau mau kemana2 harus unduh Peduli Lindungi ya?,neutral
9/21/2021 18:37,Sekarang ke mana - mana harus masuk & keluar menggunakan Peduli Lindungi,negative
9/10/2021 10:54,Sekarang kemana2 wajib pasang aplikasi peduli lindungi. RIP nokia senter,negative
9/22/2021 4:11,Sekarang masuk indomaret sudah pakai Peduli Lindungi,positive
9/7/2021 11:13,Sekarang masuk ke mall harus pakai aplikasi peduli lindungi ,positive
9/19/2021 5:43,Sekarang Peduli Lindungi lebih berharga loh dari apapun,negative
9/22/2021 15:28,Sekarang semua kegiatan yang normal sebelum pandemi harus pakai Peduli Lindungi,positive
9/7/2021 22:52,Sekarang semuanya jadi pakai aplikasi peduli lindungi terus kamu kapan aku lindungi HAHAHA,positive
9/19/2021 9:22,Sekarang susah hidupnya kalau tidak vaksin dan tidak pakai Peduli Lindungi,negative
9/22/2021 7:17,Selain itu masuk Bioskop harus dengan aplikasi peduli lindungi. Kemudian anak di bawah 12 tahun belum dibolehkan masuk,negative
9/17/2021 11:08,"Selain itu syaratnya sama seperti penumpang harus 12 tahun keatas, mematuhi protokol kesehatan dan melakukan validasi data menggunakan peduli lindungi",neutral
9/3/2021 13:06,"Selamat siang Mohon maaf, saya Minta tolong untuk periksa pesan saya terkait informasi yang ada pada aplikasi peduli lindungi",neutral
9/5/2021 15:09,Selamatnya dari Peduli Lindungi,positive
9/17/2021 18:37,Seluruh hotel dan restoran di bali aplikasikan Peduli Lindungi,positive
9/16/2021 6:18,"Semalam, usai bincang sore dengan teman saya kembali periksa aplikasi peduli lindungi. Ternyata ada diperbarui.",positive
9/16/2021 7:07,semenjak pakai aplikasi peduli lindungi selalu lupa keluar. Sebagai alumni saya merasa gagal.,neutral
9/8/2021 1:37,"Sementara itu, penggunaan aplikasi peduli lindungi terus dimaksimalkan guna memantau kapasitas perusahaan sesuai dengan peraturan pemerintah",positive
9/20/2021 2:48,"Sementara, pagi ini saya harus menenangkan Ibu saya karena panik tidak bisa pasang dan pakai aplikasi peduli lindungi. ",negative
9/21/2021 4:54,Semoga ada titik terang yah dari Peduli Lindungi :),negative
9/22/2021 3:16,semoga direspon shopee supaya Ibu bisa ganti ponsel . . unduh Peduli Lindungi saja ponsel Ibu sudah Tidak mendukung. ,negative
9/19/2021 12:40,Semoga Peduli Lindungi di kantor Tidak terhubung ke HCIS,negative
9/18/2021 7:31,Semoga STRPnya segera di ganti dengan aplikasi peduli lindungi tinggal scan jadi lebih cepat,positive
9/6/2021 4:54,Semua penumpang pesawat harus sudah vaksin dengan menunjukan bukti aplikasi vaksin Peduli Lindungi. Saya bingung ,negative
9/4/2021 4:59,"Semua saja pakai Peduli Lindungi, gimana nasib penyintas yang belum sempat vaksin terus kemarin kena covid. .",negative
9/21/2021 12:22,Semua tempat pakai Peduli Lindungi gini ribet,negative
9/6/2021 13:36,"semuanya akan pakai aplikasi peduli lindungi, tapi. . sebenarnya siapa yang bikin Peduli Lindungi. . . semoga Tidak ada udang di balik batu, aamiin",negative
9/7/2021 1:43,Semuanya saja pakai Peduli Lindungi malas jadinya,negative
9/20/2021 0:13,Senang bisa dengar Warga Negara Indonesia dan Warga Negara Asing yang sudah vaksinasi di luar bisa daftar aplikasi peduli lindungi,positive
9/21/2021 14:33,Seorang petugas menyampaikan beberapa aturan di Minimarket seperti penggunaan aplikasi peduli lindungi hingga anak kecil wajib swab,neutral
9/6/2021 7:59,"Sepakat, ini kebijakan konyol. Substansinya kan sudah divaksin dibuktikan dengan surat. aplikasi peduli lindungi untuk apa?",negative
9/17/2021 13:17,sepertinya aplikasi peduli lindungi ini Tidak cocok untuk orang bebas seperti saya,negative
9/18/2021 4:38,Sepertinya sudah mantap nih untuk menggunakan aplikasi peduli lindungi di berbagai kerumunan,positive
9/20/2021 0:13,Serba - Serbi aplikasi peduli lindungi- sudah unduh aplikasi ini atau belum? #Peduli Lindungi,positive
9/18/2021 2:54,"serius deh Peduli Lindungi apa banget sih, masa Tidak bisa terus padahal nomornya sudah sesuai semua",negative
9/22/2021 17:56,Serius tanya deh ini saya bisa Tidak sih vaksin dosis 2 tapi status vaksin saya sudah lengkap di Peduli Lindungi ,negative
9/17/2021 11:31,Serta saya menanyakan langsung bagaimana bisa ribuan orang yang terdeteksi positif lewat aplikasi peduli lindungi ,negative
9/6/2021 3:16,serta wajib menggunakan aplikasi peduli lindungi,positive
9/22/2021 8:22,sertifikat AKU KENAPA SIH TIDAK KELUAR2. . . lihat YA AKU sudah VAKSIN 2X TAPI DI Peduli Lindungi tidak ADA sertifikatNYA,negative
9/17/2021 0:06,sertifikat tidak perlu diprint A4 ya berati cukup dari aplikasi peduli lindungi ?,neutral
9/16/2021 7:03,"sertifikat vaksin belum keluar, telepon, email, kirim pesan instagram ke Peduli Lindungi Tidak di respon, ada yang bisa bantu Tidak ?",negative
9/17/2021 22:48,sertifikat vaksin covid masuk ke nomor ponsel lain. Bagaimana cara mengubah supaya sertifikat masuk aplikasi peduli lindungi,negative
9/16/2021 10:01,sertifikat vaksin di Peduli Lindungi keluarnya biasanya berapa lama ya?,neutral
9/18/2021 7:02,sertifikat vaksin di Peduli Lindungi itu dapat dilihat nya berapa hari setelah vaksin ya?,neutral
9/20/2021 12:01,"sertifikat vaksin kedua saya akhirnya muncul di aplikasi pagi ini Tapi aneh deh, tidak dapat pesan singkat seperti yang pertama",negative
9/21/2021 10:27,"sertifikat vaksin presiden bocor di internet, yang dilakukan malah tutup akses informasi nama pejabat di peduli lindungi",negative
9/18/2021 5:57,sertifikat vaksin virtual + Tidak bisa masuk melalui Peduli Lindungi. Mereka Tidak bisa lagi terima Kartu Vaksin fisik,negative
9/22/2021 6:41,server Peduli Lindungi gimana ya? sertifikat saya kemarin ada sekarang sudah Tidak bisa di unduh Tidak bisa di lihat sama sekali,negative
9/20/2021 4:51,Server Peduli Lindungi kok gini banget ya. . ini server untuk provinsi atau 1 negara? Kalau memang mau 4. 0 ya persiapkan,negative
9/21/2021 14:18,Peduli Lindungi hilang apa sedang rusak atau gimana sih,negative
9/21/2021 4:01,Setelah 2 Minggu ini kebingungan gimana caranya bisa pakai aplikasi peduli lindungi karena ternyata nomor yang saya daftar sudah penah dipakai,negative
9/21/2021 1:50,"Setelah bocor Nomor Induk Kependudukan Jokowi lewat aplikasi peduli lindungi, banyak pihak menyuarakan untuk segera mengesahkan UU Perlindungan",negative
9/7/2021 1:00,"Setelah diperbarui aplikasi, sertifikat tidak muncul, sudah email ke Peduli Lindungi tapi belum ditanggapi",negative
9/17/2021 1:48,"Setelah itu saya mencoba masuk lagi ke aplikasi peduli lindungi. Seperti sebelumnya, ada pengamanan dengan menggunakan kode verifikasi",positive
9/3/2021 13:45,"Setelah mencoba - coba aplikasi ini, ada beberapa hal yang menurut saya perlu diperbaiki #headline",positive
9/19/2021 4:39,Setelah sekian lama akhirnya ke mall. . jangan lupa unduh dulu aplikasi peduli lindungi,positive
9/20/2021 8:22,"Setelah setia menunggu selama 1 tahun 4 bulan, akhirnya. . untung belum nonton melalui lapak ilegal *jangan lupa unduh peduli lindungi",positive
9/20/2021 3:52,"Setiap kerja bilang ke penjaganya tidak bisa scan Peduli Lindungi karena belum vaksin, ada saja penjaga yang lucu kalau saya tunjukkin surat vaksin",positive
9/19/2021 11:25,Setuju atau tidak masuk Minimarket pakai aplikasi peduli lindungi? RT = TIDAK SETUJU LIKE = SETUJU,neutral
9/6/2021 11:01,"setuju. game changer- nya adalah surat vaksin, aplikasi peduli lindungi, dan pembatasan dalam beraktivitas",positive
9/3/2021 15:10,"Propam Perketat Pengawasan, Memasuki Polres Jembrana Wajib scan barcode Peduli Lindungi",neutral
9/4/2021 13:17,siang ini pasang aplikasi peduli lindungi karena kebetulan mau coba test masukan dari NAR nya kementerian kesehatan,positive
9/6/2021 4:55,"Siap kak, Peduli Lindungi",positive
9/9/2021 16:20,siap memberikan pelayanan terbaik kepada masyarakat dengan nyaman dan aman di tengah situasi pandemi COVID- 19. Jangan lupa untuk selalu gunakan aplikasi peduli lindungi,positive
9/18/2021 12:47,"Siapa kangen mall? Siap2 dulu yuk, sebelum masuk mall wajib siapkan aplikasi peduli lindungi .",positive
9/17/2021 18:15,Siapa yang kau lindungi selain dirimu? Siapa yang kan peduli jika kau pergi?,negative
9/20/2021 10:44,SIAPA YANG pakai aplikasi peduli lindungi? KESAL BANGET Tidak bisa MASUK,negative
9/22/2021 1:18,Siap - siap! Mulai besok naik Kereta harus scan barcode pada aplikasi peduli lindungi! Namun bagi yang terkendala datanya bisa menggunakan vaksin cetak,positive
9/9/2021 15:25,Situs palsu memang sering bikin resah ya. . Apa lagi kemarin sempat ada situs yang mengatas namakan peduli lindungi,negative
9/16/2021 2:52,"Taman Wisata Candi Mulai Dibuka, Pengunjung Wajib Gunakan aplikasi peduli lindungi",positive
9/10/2021 9:34,"Tempat wisata Resmi Mulai Uji Coba Pembukaan, Syarat Unduh Peduli Lindungi",neutral
9/17/2021 4:23,Semangat pagi Peduli Lindungi Hutan Kita,positive
9/8/2021 8:51,"tolong beritahu saya, ini itu sertifikat yang bisa diunduh di website Peduli Lindungi Tidak bisa dipakai untuk semua akses?",neutral
9/16/2021 7:26,"Soal Pemakaian aplikasi peduli lindungi, Gibran: Kita tidak sedemikian formal itu",neutral
9/19/2021 2:32,KAI bersama Kementerian Kesehatan mengintegrasikan aplikasi peduli lindungi dengan layanan Boarding,neutral
9/10/2021 8:00,"Sobat BUMN, PT Kereta Api Indonesia (Persero) bersama Kementrian Kesehatan mengintegrasikan aplikasi peduli lindungi",neutral
9/21/2021 6:49,"Sobat, EDAN! data pribadi Presiden bersama 13, 6 juta di aplikasi peduli lindungi diretas.",negative
9/20/2021 7:02,"Sobat, sudah punya aplikasi peduli lindungi di ponsel kamu? Kalau belum yuk simak cara penggunaannya",neutral
9/17/2021 4:52,"Sobat, viral Petisi Batalkan Kartu Vaksin sebagai Syarat dalam beraktifitas. memangnya apakah ada UU atau peraturan yang mewajibkan penggunaan aplikasi peduli lindungi",neutral
9/16/2021 0:15,Sosialisasi Aplikasi Peduli Lindungi protokol kesehatan Covid 19 Polda Bali - Polres Klungkung - Satuan Lalu Lintas,neutral
9/22/2021 1:12,"Stadion Barnabas di Kota Sentani, Kabupaten Jayapura, menjadi tempat berkunjung seluruh kontingen untuk melakukan pemeriksaan menggunakan aplikasi peduli lindungi",neutral
9/4/2021 10:40,"Status di Peduli Lindungi sudah berubah dari kuning jadi Hijau, rasanya seperti habis membuka kunci sesuatu di game.",positive
9/10/2021 3:02,Status saya di Peduli Lindungi sudah kuning ,neutral
9/20/2021 8:18,"Stress banget ngurusin akun Peduli Lindungi, akun saya Tidak bisa ke daftar karena Nomor Induk Kependudukan nya Tidak bisa, sudah telepon sana sini tetap saja tidak ada jawaban",negative
9/20/2021 9:57,STRP sudah Tidak diperlukan dan bisa langsung pakai aplikasi peduli lindungi,positive
9/4/2021 2:50,"Suasana lengang di hari pertama beroperasinya bioskop Movimax di Kota Malang, Jatim dengan menerapkan aturan Pemerintah menggunakan aplikasi peduli lindungi",neutral
9/21/2021 6:51,sudah 3 mall saya datengin sejak seminggu. aplikasi jelek seperti Peduli Lindungi ini salah satu kendala,negative
9/7/2021 12:33,"sudah ada Peduli Lindungi yang bisa akses data sampai ke tulang - tulang tapi masih dibutuhkan salinan sertifikat vaksin, bukan main.",negative
9/17/2021 0:11,"sudah ada sebulan nungguin balasan email dari Pelayanan Konsumen Peduli Lindungi, karena input data yang salah, tapi Tidak di tanggapin",negative
9/22/2021 8:22,"sudah beberapa hari setiap SWAB test, hasilnya Tidak otomatis masuk di aplikasi peduli lindungi. Traveling jadi harus bawa2 surat kertas.",negative
9/17/2021 5:53,"sudah benar nih skrining dan deteksi PON XX di Papua pakai aplikasi peduli lindungi, supaya bisa mencegah timbul klust",neutral
9/21/2021 13:52,"sudah bisa ya, berlaku di area terbuka atau di store KFC yang berlokasi di mall. Protokol kesehatan ketat diberlaku",neutral
