Waktu,Data,data_tokens,data_tokens_stopwords,data_tokens_stemmed,data_preprocessed,Sentiment
9/20/2021 13:40,kamu segera deh pasang peduli lindungi siapa tahu nanti ada yang peduli melindungi,"['kamu', 'segera', 'deh', 'pasang', 'peduli', 'lindungi', 'siapa', 'tahu', 'nanti', 'ada', 'yang', 'peduli', 'melindungi']","['deh', 'pasang', 'peduli', 'lindungi', 'peduli', 'melindungi']","['deh', 'pasang', 'peduli', 'lindung', 'peduli', 'lindung']","['deh', 'pasang', 'peduli', 'lindung', 'peduli', 'lindung']",positive
9/19/2021 10:26,kamu terlalu peduli lindungi untuk aku yang tidak peduli dan tidak berurusan,"['kamu', 'terlalu', 'peduli', 'lindungi', 'untuk', 'aku', 'yang', 'tidak', 'peduli', 'dan', 'tidak', 'berurusan']","['peduli', 'lindungi', 'peduli', 'berurusan']","['peduli', 'lindung', 'peduli', 'urus']","['peduli', 'lindung', 'peduli', 'urus']",negative
9/21/2021 4:24,kangen banget ke mall lagi akhirnya sekarang sudah bisa ke mall dengan aplikasi peduli lindungi caranya gampang,"['kangen', 'banget', 'ke', 'mall', 'lagi', 'akhirnya', 'sekarang', 'sudah', 'bisa', 'ke', 'mall', 'dengan', 'aplikasi', 'peduli', 'lindungi', 'caranya', 'gampang']","['kangen', 'banget', 'mall', 'mall', 'aplikasi', 'peduli', 'lindungi', 'gampang']","['kangen', 'banget', 'mall', 'mall', 'aplikasi', 'peduli', 'lindung', 'gampang']","['kangen', 'banget', 'mall', 'mall', 'aplikasi', 'peduli', 'lindung', 'gampang']",positive
9/8/2021 8:47,kantor imigrasi mengikuti apel pagi sekaligus peluncuran aplikasi si ki be peduli lindungi,"['kantor', 'imigrasi', 'mengikuti', 'apel', 'pagi', 'sekaligus', 'peluncuran', 'aplikasi', 'si', 'ki', 'be', 'peduli', 'lindungi']","['kantor', 'imigrasi', 'mengikuti', 'apel', 'pagi', 'peluncuran', 'aplikasi', 'si', 'ki', 'be', 'peduli', 'lindungi']","['kantor', 'imigrasi', 'ikut', 'apel', 'pagi', 'luncur', 'aplikasi', 'si', 'ki', 'be', 'peduli', 'lindung']","['kantor', 'imigrasi', 'ikut', 'apel', 'pagi', 'luncur', 'aplikasi', 'si', 'ki', 'be', 'peduli', 'lindung']",positive
9/10/2021 0:47,kapolres majalengka bersama dandim pimpin rakor penerapan aplikasi peduli lindungi,"['kapolres', 'majalengka', 'bersama', 'dandim', 'pimpin', 'rakor', 'penerapan', 'aplikasi', 'peduli', 'lindungi']","['kapolres', 'majalengka', 'dandim', 'pimpin', 'rakor', 'penerapan', 'aplikasi', 'peduli', 'lindungi']","['kapolres', 'majalengka', 'dandim', 'pimpin', 'rakor', 'terap', 'aplikasi', 'peduli', 'lindung']","['kapolres', 'majalengka', 'dandim', 'pimpin', 'rakor', 'terap', 'aplikasi', 'peduli', 'lindung']",positive
9/4/2021 3:49,semua lokasi pusat aktivitas warga dipasangi aplikasi peduli lindungi,"['semua', 'lokasi', 'pusat', 'aktivitas', 'warga', 'dipasangi', 'aplikasi', 'peduli', 'lindungi']","['lokasi', 'pusat', 'aktivitas', 'warga', 'dipasangi', 'aplikasi', 'peduli', 'lindungi']","['lokasi', 'pusat', 'aktivitas', 'warga', 'pasang', 'aplikasi', 'peduli', 'lindung']","['lokasi', 'pusat', 'aktivitas', 'warga', 'pasang', 'aplikasi', 'peduli', 'lindung']",positive
9/19/2021 23:22,kapolsek penebel mensosialisasikan aplikasi peduli lindungi kepada wisatawan pemandu wisata,"['kapolsek', 'penebel', 'mensosialisasikan', 'aplikasi', 'peduli', 'lindungi', 'kepada', 'wisatawan', 'pemandu', 'wisata']","['kapolsek', 'penebel', 'mensosialisasikan', 'aplikasi', 'peduli', 'lindungi', 'wisatawan', 'pemandu', 'wisata']","['kapolsek', 'penebel', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'wisatawan', 'pandu', 'wisata']","['kapolsek', 'penebel', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'wisatawan', 'pandu', 'wisata']",positive
9/16/2021 7:59,karena internet positif ada space iklannya dan berarti di uangkan jadi kepikiran itu peduli lindungi datanya akan di kemana kan,"['karena', 'internet', 'positif', 'ada', 'space', 'iklannya', 'dan', 'berarti', 'di', 'uangkan', 'jadi', 'kepikiran', 'itu', 'peduli', 'lindungi', 'datanya', 'akan', 'di', 'kemana', 'kan']","['internet', 'positif', 'space', 'iklannya', 'uangkan', 'kepikiran', 'peduli', 'lindungi', 'datanya', 'kemana']","['internet', 'positif', 'space', 'iklan', 'uang', 'pikir', 'peduli', 'lindung', 'data', 'mana']","['internet', 'positif', 'space', 'iklan', 'uang', 'pikir', 'peduli', 'lindung', 'data', 'mana']",negative
9/17/2021 4:58,karena saat ini mulai marak penipuan website aplikasi palsu serupa peduli lindungi salam sehat semoga bermanfaat,"['karena', 'saat', 'ini', 'mulai', 'marak', 'penipuan', 'website', 'aplikasi', 'palsu', 'serupa', 'peduli', 'lindungi', 'salam', 'sehat', 'semoga', 'bermanfaat']","['marak', 'penipuan', 'website', 'aplikasi', 'palsu', 'peduli', 'lindungi', 'salam', 'sehat', 'semoga', 'bermanfaat']","['marak', 'tipu', 'website', 'aplikasi', 'palsu', 'peduli', 'lindung', 'salam', 'sehat', 'moga', 'manfaat']","['marak', 'tipu', 'website', 'aplikasi', 'palsu', 'peduli', 'lindung', 'salam', 'sehat', 'moga', 'manfaat']",negative
9/17/2021 14:50,karena saya yakin mereka perlu sertifikat vaksin ya untuk keperluan kaistratif bantuan dan lain lain,"['karena', 'saya', 'yakin', 'mereka', 'perlu', 'sertifikat', 'vaksin', 'ya', 'untuk', 'keperluan', 'kaistratif', 'bantuan', 'dan', 'lain', 'lain']","['sertifikat', 'vaksin', 'ya', 'keperluan', 'kaistratif', 'bantuan']","['sertifikat', 'vaksin', 'ya', 'perlu', 'kaistratif', 'bantu']","['sertifikat', 'vaksin', 'ya', 'perlu', 'kaistratif', 'bantu']",negative
9/21/2021 13:12,kartu vaksin berlaku tidak pak untuk naik kereta atau ke mall khusus untuk yang belum bisa punya barcode peduli lindungi,"['kartu', 'vaksin', 'berlaku', 'tidak', 'pak', 'untuk', 'naik', 'kereta', 'atau', 'ke', 'mall', 'khusus', 'untuk', 'yang', 'belum', 'bisa', 'punya', 'barcode', 'peduli', 'lindungi']","['kartu', 'vaksin', 'berlaku', 'kereta', 'mall', 'khusus', 'barcode', 'peduli', 'lindungi']","['kartu', 'vaksin', 'laku', 'kereta', 'mall', 'khusus', 'barcode', 'peduli', 'lindung']","['kartu', 'vaksin', 'laku', 'kereta', 'mall', 'khusus', 'barcode', 'peduli', 'lindung']",neutral
9/17/2021 4:20,kartu vaksin dan aplikasi peduli lindungi saja pemerintah nya tutup mulut tidak ada itu keberpihakan kepada rakyat nya,"['kartu', 'vaksin', 'dan', 'aplikasi', 'peduli', 'lindungi', 'saja', 'pemerintah', 'nya', 'tutup', 'mulut', 'tidak', 'ada', 'itu', 'keberpihakan', 'kepada', 'rakyat', 'nya']","['kartu', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'pemerintah', 'nya', 'tutup', 'mulut', 'keberpihakan', 'rakyat', 'nya']","['kartu', 'vaksin', 'aplikasi', 'peduli', 'lindung', 'perintah', 'nya', 'tutup', 'mulut', 'pihak', 'rakyat', 'nya']","['kartu', 'vaksin', 'aplikasi', 'peduli', 'lindung', 'perintah', 'nya', 'tutup', 'mulut', 'pihak', 'rakyat', 'nya']",negative
9/19/2021 4:19,kartu vaksin masih saja belum keluar di peduli lindungi padahal sudah minggu menunggu,"['kartu', 'vaksin', 'masih', 'saja', 'belum', 'keluar', 'di', 'peduli', 'lindungi', 'padahal', 'sudah', 'minggu', 'menunggu']","['kartu', 'vaksin', 'peduli', 'lindungi', 'minggu', 'menunggu']","['kartu', 'vaksin', 'peduli', 'lindung', 'minggu', 'tunggu']","['kartu', 'vaksin', 'peduli', 'lindung', 'minggu', 'tunggu']",negative
9/19/2021 9:58,kasian ibu saya kalau harus pergi ke mall atau pihara terus disuruh ngescan barcode disana ribet ponsel nya kapasitas nya kecil tidak bisa pakai peduli lindungi,"['kasian', 'ibu', 'saya', 'kalau', 'harus', 'pergi', 'ke', 'mall', 'atau', 'pihara', 'terus', 'disuruh', 'ngescan', 'barcode', 'disana', 'ribet', 'ponsel', 'nya', 'kapasitas', 'nya', 'kecil', 'tidak', 'bisa', 'pakai', 'peduli', 'lindungi']","['kasian', 'pergi', 'mall', 'pihara', 'disuruh', 'ngescan', 'barcode', 'disana', 'ribet', 'ponsel', 'nya', 'kapasitas', 'nya', 'pakai', 'peduli', 'lindungi']","['kasi', 'pergi', 'mall', 'pihara', 'suruh', 'ngescan', 'barcode', 'sana', 'ribet', 'ponsel', 'nya', 'kapasitas', 'nya', 'pakai', 'peduli', 'lindung']","['kasi', 'pergi', 'mall', 'pihara', 'suruh', 'ngescan', 'barcode', 'sana', 'ribet', 'ponsel', 'nya', 'kapasitas', 'nya', 'pakai', 'peduli', 'lindung']",negative
9/17/2021 9:49,kata om saya ribet ya masuk ke rumah sakit harus pakai peduli lingkungan terus saya ngebatin sepertinya ada yang salah tapi apa harusnya peduli lindungi,"['kata', 'om', 'saya', 'ribet', 'ya', 'masuk', 'ke', 'rumah', 'sakit', 'harus', 'pakai', 'peduli', 'lingkungan', 'terus', 'saya', 'ngebatin', 'sepertinya', 'ada', 'yang', 'salah', 'tapi', 'apa', 'harusnya', 'peduli', 'lindungi']","['om', 'ribet', 'ya', 'masuk', 'rumah', 'sakit', 'pakai', 'peduli', 'lingkungan', 'ngebatin', 'salah', 'peduli', 'lindungi']","['om', 'ribet', 'ya', 'masuk', 'rumah', 'sakit', 'pakai', 'peduli', 'lingkung', 'ngebatin', 'salah', 'peduli', 'lindung']","['om', 'ribet', 'ya', 'masuk', 'rumah', 'sakit', 'pakai', 'peduli', 'lingkung', 'ngebatin', 'salah', 'peduli', 'lindung']",negative
9/19/2021 12:05,kata peduli lindungi aku sudah boleh kemana,"['kata', 'peduli', 'lindungi', 'aku', 'sudah', 'boleh', 'kemana']","['peduli', 'lindungi', 'kemana']","['peduli', 'lindung', 'mana']","['peduli', 'lindung', 'mana']",positive
9/20/2021 1:04,kata saya yang belum pada pasang aplikasi peduli lindungi di ponselnya lebih baik pasang ya kemarin saya ke pasar mayestik saja suruh scan barcode dulu,"['kata', 'saya', 'yang', 'belum', 'pada', 'pasang', 'aplikasi', 'peduli', 'lindungi', 'di', 'ponselnya', 'lebih', 'baik', 'pasang', 'ya', 'kemarin', 'saya', 'ke', 'pasar', 'mayestik', 'saja', 'suruh', 'scan', 'barcode', 'dulu']","['pasang', 'aplikasi', 'peduli', 'lindungi', 'ponselnya', 'pasang', 'ya', 'kemarin', 'pasar', 'mayestik', 'suruh', 'scan', 'barcode']","['pasang', 'aplikasi', 'peduli', 'lindung', 'ponselnya', 'pasang', 'ya', 'kemarin', 'pasar', 'mayestik', 'suruh', 'scan', 'barcode']","['pasang', 'aplikasi', 'peduli', 'lindung', 'ponselnya', 'pasang', 'ya', 'kemarin', 'pasar', 'mayestik', 'suruh', 'scan', 'barcode']",positive
9/9/2021 4:41,kata yang lagi malas saya dengar peduli dan lindungi hanya aplikasi tapi tidak di aplikasikan,"['kata', 'yang', 'lagi', 'malas', 'saya', 'dengar', 'peduli', 'dan', 'lindungi', 'hanya', 'aplikasi', 'tapi', 'tidak', 'di', 'aplikasikan']","['malas', 'dengar', 'peduli', 'lindungi', 'aplikasi', 'aplikasikan']","['malas', 'dengar', 'peduli', 'lindung', 'aplikasi', 'aplikasi']","['malas', 'dengar', 'peduli', 'lindung', 'aplikasi', 'aplikasi']",negative
9/19/2021 3:37,mintakanlah baterai kita abis ketika di jakarta tidak bawa pengisi daya kemudian tidak bisa scan peduli lindungi karena ponsel sudah mati,"['mintakanlah', 'baterai', 'kita', 'abis', 'ketika', 'di', 'jakarta', 'tidak', 'bawa', 'pengisi', 'daya', 'kemudian', 'tidak', 'bisa', 'scan', 'peduli', 'lindungi', 'karena', 'ponsel', 'sudah', 'mati']","['mintakanlah', 'baterai', 'abis', 'jakarta', 'bawa', 'pengisi', 'daya', 'scan', 'peduli', 'lindungi', 'ponsel', 'mati']","['minta', 'baterai', 'abis', 'jakarta', 'bawa', 'isi', 'daya', 'scan', 'peduli', 'lindung', 'ponsel', 'mati']","['minta', 'baterai', 'abis', 'jakarta', 'bawa', 'isi', 'daya', 'scan', 'peduli', 'lindung', 'ponsel', 'mati']",negative
9/22/2021 3:41,katanya indomaret dan alfamart mau pakai peduli lindungi untuk belanja hahaha mohon maaf nih pegawainya saja tidak disiplin,"['katanya', 'indomaret', 'dan', 'alfamart', 'mau', 'pakai', 'peduli', 'lindungi', 'untuk', 'belanja', 'hahaha', 'mohon', 'maaf', 'nih', 'pegawainya', 'saja', 'tidak', 'disiplin']","['indomaret', 'alfamart', 'pakai', 'peduli', 'lindungi', 'belanja', 'hahaha', 'mohon', 'maaf', 'nih', 'pegawainya', 'disiplin']","['indomaret', 'alfamart', 'pakai', 'peduli', 'lindung', 'belanja', 'hahaha', 'mohon', 'maaf', 'nih', 'pegawai', 'disiplin']","['indomaret', 'alfamart', 'pakai', 'peduli', 'lindung', 'belanja', 'hahaha', 'mohon', 'maaf', 'nih', 'pegawai', 'disiplin']",negative
9/18/2021 17:57,katanya peduli lindungi bisa mantau orang yang positif itu sistem nya seperti apa sih,"['katanya', 'peduli', 'lindungi', 'bisa', 'mantau', 'orang', 'yang', 'positif', 'itu', 'sistem', 'nya', 'seperti', 'apa', 'sih']","['peduli', 'lindungi', 'mantau', 'orang', 'positif', 'sistem', 'nya', 'sih']","['peduli', 'lindung', 'mantau', 'orang', 'positif', 'sistem', 'nya', 'sih']","['peduli', 'lindung', 'mantau', 'orang', 'positif', 'sistem', 'nya', 'sih']",negative
9/20/2021 11:11,pt kereta api indonesia persero bersama kementerian kesehatan telah mengintegrasikan aplikasi peduli lindungi,"['pt', 'kereta', 'api', 'indonesia', 'persero', 'bersama', 'kementerian', 'kesehatan', 'telah', 'mengintegrasikan', 'aplikasi', 'peduli', 'lindungi']","['pt', 'kereta', 'api', 'indonesia', 'persero', 'kementerian', 'kesehatan', 'mengintegrasikan', 'aplikasi', 'peduli', 'lindungi']","['pt', 'kereta', 'api', 'indonesia', 'persero', 'menteri', 'sehat', 'integrasi', 'aplikasi', 'peduli', 'lindung']","['pt', 'kereta', 'api', 'indonesia', 'persero', 'menteri', 'sehat', 'integrasi', 'aplikasi', 'peduli', 'lindung']",neutral
9/9/2021 5:04,kawasan rekreasi taman impian jaya ancol bersiap buka kembali pengunjung wajib sudah vaksin dan gunakan aplikasi peduli lindugi,"['kawasan', 'rekreasi', 'taman', 'impian', 'jaya', 'ancol', 'bersiap', 'buka', 'kembali', 'pengunjung', 'wajib', 'sudah', 'vaksin', 'dan', 'gunakan', 'aplikasi', 'peduli', 'lindugi']","['kawasan', 'rekreasi', 'taman', 'impian', 'jaya', 'ancol', 'buka', 'pengunjung', 'wajib', 'vaksin', 'aplikasi', 'peduli', 'lindugi']","['kawasan', 'rekreasi', 'taman', 'impi', 'jaya', 'ancol', 'buka', 'unjung', 'wajib', 'vaksin', 'aplikasi', 'peduli', 'lindugi']","['kawasan', 'rekreasi', 'taman', 'impi', 'jaya', 'ancol', 'buka', 'unjung', 'wajib', 'vaksin', 'aplikasi', 'peduli', 'lindugi']",positive
9/8/2021 1:39,seperti percuma saja aplikasi peduli lindungi kasih layanan konsumen orang menghubungi dimana saja tidak ditanggapi,"['seperti', 'percuma', 'saja', 'aplikasi', 'peduli', 'lindungi', 'kasih', 'layanan', 'konsumen', 'orang', 'menghubungi', 'dimana', 'saja', 'tidak', 'ditanggapi']","['aplikasi', 'peduli', 'lindungi', 'kasih', 'layanan', 'konsumen', 'orang', 'menghubungi', 'dimana', 'ditanggapi']","['aplikasi', 'peduli', 'lindung', 'kasih', 'layan', 'konsumen', 'orang', 'hubung', 'mana', 'tanggap']","['aplikasi', 'peduli', 'lindung', 'kasih', 'layan', 'konsumen', 'orang', 'hubung', 'mana', 'tanggap']",negative
9/16/2021 6:41,kayanya ini lebih efisien aku sudah vaksin  sudah dapat pesan singkat di aplikasi peduli lindungi ingin lihat langsung tapi tidak ditemukan,"['kayanya', 'ini', 'lebih', 'efisien', 'aku', 'sudah', 'vaksin', 'sudah', 'dapat', 'pesan', 'singkat', 'di', 'aplikasi', 'peduli', 'lindungi', 'ingin', 'lihat', 'langsung', 'tapi', 'tidak', 'ditemukan']","['kayanya', 'efisien', 'vaksin', 'pesan', 'singkat', 'aplikasi', 'peduli', 'lindungi', 'lihat', 'langsung', 'ditemukan']","['kaya', 'efisien', 'vaksin', 'pesan', 'singkat', 'aplikasi', 'peduli', 'lindung', 'lihat', 'langsung', 'temu']","['kaya', 'efisien', 'vaksin', 'pesan', 'singkat', 'aplikasi', 'peduli', 'lindung', 'lihat', 'langsung', 'temu']",negative
9/18/2021 9:40,ke bioskop hanya untuk coba scan aplikasi peduli lindungi,"['ke', 'bioskop', 'hanya', 'untuk', 'coba', 'scan', 'aplikasi', 'peduli', 'lindungi']","['bioskop', 'coba', 'scan', 'aplikasi', 'peduli', 'lindungi']","['bioskop', 'coba', 'scan', 'aplikasi', 'peduli', 'lindung']","['bioskop', 'coba', 'scan', 'aplikasi', 'peduli', 'lindung']",positive
9/20/2021 10:14,ke swalayan saja sekarang harus pakai peduli lindungi hehehe,"['ke', 'swalayan', 'saja', 'sekarang', 'harus', 'pakai', 'peduli', 'lindungi', 'hehehe']","['swalayan', 'pakai', 'peduli', 'lindungi', 'hehehe']","['swalayan', 'pakai', 'peduli', 'lindung', 'hehehe']","['swalayan', 'pakai', 'peduli', 'lindung', 'hehehe']",negative
9/22/2021 9:39,ke indomaret sekarang harus pakai peduli lindungi ribet menurunkan pendapatan indomaret,"['ke', 'indomaret', 'sekarang', 'harus', 'pakai', 'peduli', 'lindungi', 'ribet', 'menurunkan', 'pendapatan', 'indomaret']","['indomaret', 'pakai', 'peduli', 'lindungi', 'ribet', 'menurunkan', 'pendapatan', 'indomaret']","['indomaret', 'pakai', 'peduli', 'lindung', 'ribet', 'turun', 'dapat', 'indomaret']","['indomaret', 'pakai', 'peduli', 'lindung', 'ribet', 'turun', 'dapat', 'indomaret']",negative
9/18/2021 3:38,ke mana masuk bioskop katanya harus pakai sertifikat vaksin minimal  sedangkan saya sudah kali vaksin tidak ada dapat sertifikat di peduli lindungi,"['ke', 'mana', 'masuk', 'bioskop', 'katanya', 'harus', 'pakai', 'sertifikat', 'vaksin', 'minimal', 'sedangkan', 'saya', 'sudah', 'kali', 'vaksin', 'tidak', 'ada', 'dapat', 'sertifikat', 'di', 'peduli', 'lindungi']","['masuk', 'bioskop', 'pakai', 'sertifikat', 'vaksin', 'minimal', 'kali', 'vaksin', 'sertifikat', 'peduli', 'lindungi']","['masuk', 'bioskop', 'pakai', 'sertifikat', 'vaksin', 'minimal', 'kali', 'vaksin', 'sertifikat', 'peduli', 'lindung']","['masuk', 'bioskop', 'pakai', 'sertifikat', 'vaksin', 'minimal', 'kali', 'vaksin', 'sertifikat', 'peduli', 'lindung']",negative
9/18/2021 7:24,ke plant saja harus scan peduli lindungi ya,"['ke', 'plant', 'saja', 'harus', 'scan', 'peduli', 'lindungi', 'ya']","['plant', 'scan', 'peduli', 'lindungi', 'ya']","['plant', 'scan', 'peduli', 'lindung', 'ya']","['plant', 'scan', 'peduli', 'lindung', 'ya']",negative
9/21/2021 1:47,ke superindo pakai peduli lindungi apa kabar aku yang malas bawa ponsel,"['ke', 'superindo', 'pakai', 'peduli', 'lindungi', 'apa', 'kabar', 'aku', 'yang', 'malas', 'bawa', 'ponsel']","['superindo', 'pakai', 'peduli', 'lindungi', 'kabar', 'malas', 'bawa', 'ponsel']","['superindo', 'pakai', 'peduli', 'lindung', 'kabar', 'malas', 'bawa', 'ponsel']","['superindo', 'pakai', 'peduli', 'lindung', 'kabar', 'malas', 'bawa', 'ponsel']",negative
9/22/2021 4:37,ke superindo saja harus scan peduli lindungi tempat kalian sudah begini belum,"['ke', 'superindo', 'saja', 'harus', 'scan', 'peduli', 'lindungi', 'tempat', 'kalian', 'sudah', 'begini', 'belum']","['superindo', 'scan', 'peduli', 'lindungi']","['superindo', 'scan', 'peduli', 'lindung']","['superindo', 'scan', 'peduli', 'lindung']",negative
9/9/2021 17:28,kebetulan antigen aku tidak terverifikasi padahal sebelum antigen aku sudah tanya sampai  ke tempatnya apa sudah teringrasi dengan peduli lindungi,"['kebetulan', 'antigen', 'aku', 'tidak', 'terverifikasi', 'padahal', 'sebelum', 'antigen', 'aku', 'sudah', 'tanya', 'sampai', 'ke', 'tempatnya', 'apa', 'sudah', 'teringrasi', 'dengan', 'peduli', 'lindungi']","['antigen', 'terverifikasi', 'antigen', 'tempatnya', 'teringrasi', 'peduli', 'lindungi']","['antigen', 'verifikasi', 'antigen', 'tempat', 'teringrasi', 'peduli', 'lindung']","['antigen', 'verifikasi', 'antigen', 'tempat', 'teringrasi', 'peduli', 'lindung']",negative
9/18/2021 4:20,kebiasaan ke supermarket tidak bawa ponsel ketika sampai disuruh scan peduli lindungi akhirnya balik pulang ambil ponsel untung dekat,"['kebiasaan', 'ke', 'supermarket', 'tidak', 'bawa', 'ponsel', 'ketika', 'sampai', 'disuruh', 'scan', 'peduli', 'lindungi', 'akhirnya', 'balik', 'pulang', 'ambil', 'ponsel', 'untung', 'dekat']","['kebiasaan', 'supermarket', 'bawa', 'ponsel', 'disuruh', 'scan', 'peduli', 'lindungi', 'pulang', 'ambil', 'ponsel', 'untung']","['biasa', 'supermarket', 'bawa', 'ponsel', 'suruh', 'scan', 'peduli', 'lindung', 'pulang', 'ambil', 'ponsel', 'untung']","['biasa', 'supermarket', 'bawa', 'ponsel', 'suruh', 'scan', 'peduli', 'lindung', 'pulang', 'ambil', 'ponsel', 'untung']",negative
9/19/2021 8:19,kebiasaan mau buka aplikasi nya unfollow today malah buka peduli lindungi,"['kebiasaan', 'mau', 'buka', 'aplikasi', 'nya', 'unfollow', 'today', 'malah', 'buka', 'peduli', 'lindungi']","['kebiasaan', 'buka', 'aplikasi', 'nya', 'unfollow', 'today', 'buka', 'peduli', 'lindungi']","['biasa', 'buka', 'aplikasi', 'nya', 'unfollow', 'today', 'buka', 'peduli', 'lindung']","['biasa', 'buka', 'aplikasi', 'nya', 'unfollow', 'today', 'buka', 'peduli', 'lindung']",negative
9/4/2021 10:42,kebocoran data bukan dari aplikasi peduli lindungi faktanya ada di bawah ini,"['kebocoran', 'data', 'bukan', 'dari', 'aplikasi', 'peduli', 'lindungi', 'faktanya', 'ada', 'di', 'bawah', 'ini']","['kebocoran', 'data', 'aplikasi', 'peduli', 'lindungi', 'faktanya']","['bocor', 'data', 'aplikasi', 'peduli', 'lindung', 'fakta']","['bocor', 'data', 'aplikasi', 'peduli', 'lindung', 'fakta']",negative
9/4/2021 13:13,kebocoran nomor induk kependudukan presiden didapat dari situs kpu bukan aplikasi peduli lindungi lindungi aman,"['kebocoran', 'nomor', 'induk', 'kependudukan', 'presiden', 'didapat', 'dari', 'situs', 'kpu', 'bukan', 'aplikasi', 'peduli', 'lindungi', 'lindungi', 'aman']","['kebocoran', 'nomor', 'induk', 'kependudukan', 'presiden', 'situs', 'kpu', 'aplikasi', 'peduli', 'lindungi', 'lindungi', 'aman']","['bocor', 'nomor', 'induk', 'duduk', 'presiden', 'situs', 'kpu', 'aplikasi', 'peduli', 'lindung', 'lindung', 'aman']","['bocor', 'nomor', 'induk', 'duduk', 'presiden', 'situs', 'kpu', 'aplikasi', 'peduli', 'lindung', 'lindung', 'aman']",positive
9/9/2021 10:39,kedua sudah pakai aplikasi peduli lindungi tapi masih ditanya ktp memangnya sertifikat vaksin di aplikasi peduli lindungi tidak cukup,"['kedua', 'sudah', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'tapi', 'masih', 'ditanya', 'ktp', 'memangnya', 'sertifikat', 'vaksin', 'di', 'aplikasi', 'peduli', 'lindungi', 'tidak', 'cukup']","['pakai', 'aplikasi', 'peduli', 'lindungi', 'ktp', 'memangnya', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindungi']","['pakai', 'aplikasi', 'peduli', 'lindung', 'ktp', 'memang', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindung']","['pakai', 'aplikasi', 'peduli', 'lindung', 'ktp', 'memang', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindung']",negative
9/9/2021 4:24,kegiatan gloralisasi sosialisasi aplikasi peduli lindungi di man pekalaungan oleh kanit kamsel satlantas polres,"['kegiatan', 'gloralisasi', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'di', 'man', 'pekalaungan', 'oleh', 'kanit', 'kamsel', 'satlantas', 'polres']","['kegiatan', 'gloralisasi', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'man', 'pekalaungan', 'kanit', 'kamsel', 'satlantas', 'polres']","['giat', 'gloralisasi', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'man', 'pekalaungan', 'kanit', 'kamsel', 'satlantas', 'polres']","['giat', 'gloralisasi', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'man', 'pekalaungan', 'kanit', 'kamsel', 'satlantas', 'polres']",neutral
9/4/2021 15:18,kegiatan rutin yang ditingkatkan kryd blue light patrol blp sosialisasi aplikasi peduli lindungi guna pengendalian penyebaran covid,"['kegiatan', 'rutin', 'yang', 'ditingkatkan', 'kryd', 'blue', 'light', 'patrol', 'blp', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'guna', 'pengendalian', 'penyebaran', 'covid']","['kegiatan', 'rutin', 'ditingkatkan', 'kryd', 'blue', 'light', 'patrol', 'blp', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'pengendalian', 'penyebaran', 'covid']","['giat', 'rutin', 'tingkat', 'kryd', 'blue', 'light', 'patrol', 'blp', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'kendali', 'sebar', 'covid']","['giat', 'rutin', 'tingkat', 'kryd', 'blue', 'light', 'patrol', 'blp', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'kendali', 'sebar', 'covid']",positive
9/5/2021 12:56,kegiatan sosialisasi uji coba aplikasi peduli lindungi kepada penumpang di satpel tta pakupatan kota serang,"['kegiatan', 'sosialisasi', 'uji', 'coba', 'aplikasi', 'peduli', 'lindungi', 'kepada', 'penumpang', 'di', 'satpel', 'tta', 'pakupatan', 'kota', 'serang']","['kegiatan', 'sosialisasi', 'uji', 'coba', 'aplikasi', 'peduli', 'lindungi', 'penumpang', 'satpel', 'tta', 'pakupatan', 'kota', 'serang']","['giat', 'sosialisasi', 'uji', 'coba', 'aplikasi', 'peduli', 'lindung', 'tumpang', 'satpel', 'tta', 'pakupatan', 'kota', 'serang']","['giat', 'sosialisasi', 'uji', 'coba', 'aplikasi', 'peduli', 'lindung', 'tumpang', 'satpel', 'tta', 'pakupatan', 'kota', 'serang']",positive
9/22/2021 7:18,kegiatan sosialisasi unduh aplikasi peduli lindungi serta pelaksanaan ops patuh candi,"['kegiatan', 'sosialisasi', 'unduh', 'aplikasi', 'peduli', 'lindungi', 'serta', 'pelaksanaan', 'ops', 'patuh', 'candi']","['kegiatan', 'sosialisasi', 'unduh', 'aplikasi', 'peduli', 'lindungi', 'pelaksanaan', 'ops', 'patuh', 'candi']","['giat', 'sosialisasi', 'unduh', 'aplikasi', 'peduli', 'lindung', 'laksana', 'ops', 'patuh', 'candi']","['giat', 'sosialisasi', 'unduh', 'aplikasi', 'peduli', 'lindung', 'laksana', 'ops', 'patuh', 'candi']",positive
